attr_name	tumor_breast_1	tumor_breast_2	tumor_breast_3	tumor_breast_4	tumor_breast_5	tumor_breast_6	normal_breast_1	normal_breast_2	normal_breast_3	normal_breast_4	normal_breast_5	normal_breast_6
1556432_at	5.24813925619841	5.03278981635426	5.06647130433323	4.9469348971145	4.90664628545259	4.57428493263587	6.79761501996663	5.7825659155061	6.32417498572424	6.56621306790073	5.18802357059038	5.51335891342083
1556579_s_at	5.70880710207438	4.07390022762707	5.39330135336524	3.853519307162	5.59472192135154	5.14154825057323	9.12781479227888	8.39592277906762	9.0615864943926	7.7422851927856	7.45681821427179	8.15669695382478
1556761_at	4.59136571604805	5.86678849855455	4.4719628598453	4.68521005739546	5.21153217348169	5.01297090852587	5.83444048283173	6.88548425150827	5.85577106362837	6.59811003663683	5.07696249305477	6.45200191777678
1557027_at	5.19251975548325	3.69725520880687	3.38509389255347	3.75427859495914	4.53913130317131	3.0812147777846	2.95217717284115	2.73385942220945	3.10703574503595	2.87924826636604	3.07247719275176	2.72143451872941
1557079_at	3.63160694776569	4.45015239183	2.70361807230684	2.89429874066299	4.4095336276414	3.90102279624347	2.24596312117501	2.14531183389454	2.54798135081886	2.97875354345801	2.58113793121737	2.49302256785518
1557452_at	4.47752886476051	4.20628859032609	5.1350840573295	4.23800449765026	4.47283491025669	4.41776407836419	6.49848311458072	5.78143837433028	6.89931346145071	4.70386229060532	5.26478582929927	4.6779975503758
1557527_at	7.05052769453035	7.38975849479047	8.10171200911394	6.69536496123018	7.24073395979146	5.49651731336382	4.57579637626001	5.24338663360141	5.93504435212396	3.90987172799819	5.99784048411681	6.08417312903644
1557598_at	2.19698044860809	2.17760240452198	2.71076387200189	2.03856246197899	2.19146757747811	2.27273803255043	2.85638310218958	5.20850027314258	3.02801103138891	3.32687559424765	4.21619856425649	6.50791227064188
1557813_at	8.88541048456094	9.98388230608712	9.356738116666	8.23440105356238	8.23140393532747	8.96664412883514	9.02465794632771	10.4299577164087	10.9733231695039	10.3660684938219	10.6374874080086	9.7109391633478
1557814_a_at	7.59746505664675	8.34818784488654	8.54146461774873	7.41437380533223	6.95605442818798	8.14976644100667	8.70992436655518	9.01295273202302	10.1703129310726	8.55142528258355	9.56672893182191	8.57816329029092
1558280_s_at	4.06142045813729	3.89389109117802	3.80139315231853	3.46277593185787	4.25805263666865	3.75433849736937	6.62323083632301	5.13268554011899	4.59551676093811	4.95076694740985	3.94940481531097	4.72028592978227
1558444_at	7.30817091105472	7.97834570305287	6.6166168791087	7.28033946977874	8.66754234079306	8.23653612410987	8.9433617328021	10.0109565489904	9.56733895985346	9.88072592884354	9.3275585775195	8.26531525090122
1558459_s_at	6.81441611405616	6.9603782780803	6.71947708523775	7.26794986951759	6.83539275065274	6.47824494997034	9.16196860755489	7.74563451331001	8.38415782565194	7.87967942673469	7.40415639419356	7.47219318591204
1558613_at	3.29466049372993	3.87917227869921	4.93143806998901	3.64490945131478	4.05117243588078	3.90373939544629	6.98746100135146	5.47712607497249	5.36999667427007	5.16476033470102	4.48905215992841	4.3888777060834
1558695_at	7.37196427648384	6.85092219781613	6.93191500212707	6.96980503083117	5.50779126833084	5.00929121488114	8.70484725233873	7.75118006676735	8.45797814522528	7.8888632007004	7.52815449043679	7.89674079939136
1558820_a_at	5.06069915401672	5.03899196138596	6.01333515556776	5.16795719004097	5.59877443486228	5.08252856521822	7.85994869745316	7.59393562342342	7.60964278427221	8.06097952339512	8.3144282370787	8.66512789890007
1558834_s_at	2.2719161656303	2.25949809303939	1.92049367043641	2.01661367736073	2.08248566290152	1.83944069256063	2.82279455613835	3.41678278019002	3.84075248309412	3.51048407762375	2.35633185055758	3.26679952516984
1558881_at	2.35521161891473	3.54511556748389	2.94496912451911	3.17487341246269	2.28075422350101	2.29918556981112	4.99102088988829	4.52723430005856	3.45447293310155	4.09475615128805	4.11393705942359	3.86268978490804
1559194_a_at	3.65858419945348	3.65296659789379	4.87307520737064	4.0592850906206	4.0611538343576	3.86259379845194	4.61337273857247	4.62988764026171	6.58703701741174	5.77009357505973	4.75834419730496	5.28142509075198
1559282_at	3.96817509373298	5.95590328874714	5.57351719093773	3.39134150554895	4.42737551100315	4.50899693313599	7.85708436496316	6.45401900076061	7.99612820883596	4.35137952603474	6.66994837037778	6.28660127819889
1559360_at	6.14882702089948	6.08105350858489	5.53250067053084	5.55746655751961	5.56133032742986	6.02201764927607	6.99431272544871	7.21638828603093	7.44539625406402	7.00053068774688	6.29201282958982	7.06371251019363
1559413_at	4.78183665729556	4.47788254043805	5.30080123559024	4.72658367386922	4.03904107971125	3.7179245153642	4.35954446320484	7.06380564935139	6.15244714932305	5.74394707169594	5.66637821037496	6.18705300014665
1559696_at	4.97056689427922	4.62266160613698	4.80780680977537	4.50426255502594	3.57099378411987	6.10289305983001	6.12323032538924	5.7385286538913	9.64670222582836	6.02614659336455	8.28017675164257	5.75789632147112
1559697_a_at	4.61087362513355	5.00878856127125	4.80696104361805	3.98940001293055	4.03486929116219	5.23031316408077	5.81381132920329	5.48890732631112	7.96471786800296	5.64175098721654	6.36046181937366	5.29634473150602
1559716_at	5.72340536796491	6.46167178944606	6.0767974258721	5.55162268116667	5.51325523578589	5.96200879720354	8.46107338590281	7.66977781091226	6.78465810722044	7.47250526994824	7.14878440308553	5.86435048415434
1559910_at	7.3266747587938	6.80443964192517	7.88219169561028	5.62343525097686	6.55096349834544	6.07704955411202	8.29017427534109	9.41863796533662	8.21860267129286	7.88943094732578	7.71955947550727	7.90834402679111
1560049_at	7.87453995663242	7.74565286360297	8.88576500013779	7.70604461939932	7.01930385910586	7.66050385634388	10.6558657684233	10.5492957667695	12.0749771020688	10.8108512791726	11.14671777783	9.41719526198503
1560137_at	4.45676337857647	3.85155302563777	3.97304578616878	4.32021674294179	4.09801525630104	3.080961961454	6.73038740514007	4.27166405577417	6.88830375277646	4.88976320911751	5.41658776101846	4.52612802866299
1560145_at	4.57896953061679	5.92374545787256	6.13160422771421	4.19050296635832	4.49280458862693	4.84305132392972	8.26794024390665	6.82105189514064	7.20246738433553	6.02663254856435	5.62169539389163	6.29382451734508
1560296_at	6.26604312643787	5.90129708137119	6.83284457678771	6.75205404987739	5.94016758827173	6.456877093449	7.69897859316252	8.16907183176978	7.98305799519009	6.49113917851125	8.32248921338177	6.99384116611798
1561574_at	3.99627374212196	5.36097555549462	4.09911357062244	3.8705552134208	3.64945690633539	3.77518431124895	7.57313854357986	6.09245725181216	5.393110093005	5.34484455745524	5.85860539584193	4.17135505286137
1561690_at	2.99971825111919	3.76088943562164	4.17578461203751	3.13274883253767	4.04989994057675	4.05421396202565	5.25569306066881	4.32951389790131	5.19055046206495	4.78586486692949	4.91198973358182	4.81209835012407
1562497_at	4.88655388811753	3.16123341406724	4.36533122042338	4.32413764023805	3.02495557143106	3.47493769594308	6.93389678194589	5.21711098588161	4.71379486574137	4.90371480912712	5.94802779960285	5.16906659437222
1562529_s_at	8.16524056192176	6.67008470157748	7.18889443148542	7.99286854390293	7.18370919850381	6.84848722827823	9.46706426390926	9.67518582905982	9.47337242965926	9.76379303101865	8.93816001869057	8.19240011768022
1562904_s_at	3.75747665059853	3.9746608764306	4.395477646367	4.08474346575339	4.35137952603474	4.47901106153895	6.15569721366548	5.95747414315713	4.5669451602053	4.92362526288906	4.55772650716153	4.90368697706154
1563386_at	4.39339918134066	4.87849460500081	5.0003045387117	3.44972806796204	4.05453832637977	5.50838310882114	7.73487897355317	8.03565909919052	6.56789190683977	6.38510806471301	5.96211296832281	6.44823330869181
1564796_at	7.17816833416786	6.91370053453817	5.54292837095053	6.90095411813064	6.64734953271931	3.35956316623545	9.58038855624977	10.1658649148309	10.4984199929812	8.84756431904304	9.23351455466726	6.47082198202115
1565778_at	3.40138532465399	3.86077970022696	4.09063729444016	3.51905582782807	3.66289650119878	3.39772788096404	4.37288622935157	6.38250159756252	6.56661045707819	5.95466451050559	4.68362139935079	4.70111664720713
1568377_x_at	5.53694588990881	5.4846859116153	6.43549625782804	5.76931192077803	6.07434451904544	5.52936264578255	6.01338389718093	6.36167176932412	7.43320529839207	6.99651570168186	9.19909977000312	8.52033665348953
1568648_a_at	4.56588952186824	4.62867593346932	3.27381754822189	4.0282560161109	4.05368685229496	4.69808629573259	4.32470197332862	6.64183541342196	5.66098051405623	5.31688572109122	5.60860145936859	7.79763819509139
1568865_at	4.50944779496889	5.39556434996435	4.42950708259454	3.65166966611887	4.61853622283641	4.76890344509908	2.76509241073437	3.08507415157103	2.59901030627965	3.53030507396881	2.92980367740674	4.94842993504322
